OBJECT,Catalogue,off_u_gaia,dmag_u,off_u
KIDS_19.8_-31.2,KIDS_19p8_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.008147631335520891,0.0486689865631226,0.05681661789864349
KIDS_209.6_3.5,KIDS_209p6_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.044606507939875396,0.1120052724380138,0.06739876449813839
KIDS_40.8_-34.1,KIDS_40p8_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.11775691767398978,0.2503576345875914,0.13260071691360165
KIDS_343.1_-28.2,KIDS_343p1_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.05121745642148906,-0.0282304153677641,0.02298704105372496
KIDS_227.6_2.5,KIDS_227p6_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.07241496961903188,0.1124394809878425,0.1848544506068744
KIDS_212.6_-3.5,KIDS_212p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.29044704004223443,-0.1295699436909766,0.16087709635125783
KIDS_53.3_-26.2,KIDS_53p3_m26p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.02800218922017958,0.1994536197221217,0.22745580894230127
KIDS_340.9_-27.2,KIDS_340p9_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.08350425817284865,-0.0143268129744333,0.06917744519841534
KIDS_225.0_-0.5,KIDS_225p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.057690638183218415,0.1464629884622964,0.088772350279078
KIDS_337.2_-29.2,KIDS_337p2_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.021401129727139714,0.0425538366027974,0.021152706875657686
KIDS_193.0_1.5,KIDS_193p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.19421772784277794,-0.1415756958259432,0.05264203201683473
KIDS_40.0_-32.1,KIDS_40p0_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.057001471608214414,0.1100880902471234,0.05308661863890899
KIDS_208.0_-1.5,KIDS_208p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.04325627867835237,0.1452310883237468,0.10197480964539442
KIDS_167.0_1.5,KIDS_167p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.0753023035167105,0.0797585272422542,0.1550608307589647
KIDS_24.0_-34.1,KIDS_24p0_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.035743557624023675,0.2070758636352154,0.17133230601119173
KIDS_192.0_1.5,KIDS_192p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.2358533031968085,-0.2088390735613747,0.02701422963543379
KIDS_338.1_-35.1,KIDS_338p1_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.025154311001772137,0.0704783575636799,0.04532404656190776
KIDS_203.0_0.5,KIDS_203p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.008476967372489042,0.1007432157303176,0.09226624835782855
KIDS_0.0_-31.2,KIDS_0p0_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.022570535806519992,0.0952964235006771,0.07272588769415711
KIDS_33.0_-29.2,KIDS_33p0_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.07427776637032543,0.1179595669729313,0.19223733334325674
KIDS_205.6_3.5,KIDS_205p6_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.021663337975644598,0.0962166579298685,0.0745533199542239
KIDS_36.5_-32.1,KIDS_36p5_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.0782054706908362,0.2431695086303695,0.1649640379395333
KIDS_21.6_-29.2,KIDS_21p6_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09615595420467021,0.1170011996866144,0.21315715389128462
KIDS_49.9_-35.1,KIDS_49p9_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.03308369794130081,0.037025073640575,0.07010877158187581
KIDS_47.8_-29.2,KIDS_47p8_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.10319393694121629,0.0408626322700824,0.14405656921129867
KIDS_172.5_-3.5,KIDS_172p5_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09160494273803899,0.0989341266246575,0.1905390693626965
KIDS_16.9_-28.2,KIDS_16p9_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.06636474702439035,0.0805747840415206,0.14693953106591096
KIDS_43.7_-27.2,KIDS_43p7_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09467360165484809,0.1043750302317012,0.19904863188654928
KIDS_26.0_-28.2,KIDS_26p0_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.08186556660461755,0.0551409518907331,0.13700651849535064
KIDS_224.6_2.5,KIDS_224p6_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.04792127166784568,0.1154664463822264,0.06754517471438072
KIDS_160.4_-3.5,KIDS_160p4_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.04624076040054728,0.0057704626608894,0.052011223061436684
KIDS_176.0_1.5,KIDS_176p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.060093935806402606,0.1061863856835322,0.04609244987712959
KIDS_222.6_3.5,KIDS_222p6_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05621529798099299,0.1384285023403466,0.0822132043593536
KIDS_222.6_-3.5,KIDS_222p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.16653216307657612,-0.0895464586321076,0.07698570444446852
KIDS_37.2_-34.1,KIDS_37p2_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.013746029907427987,-0.0030702807757363,-0.016816310683164287
KIDS_42.6_-27.2,KIDS_42p6_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.10477505477756699,0.125786363012036,0.23056141778960298
KIDS_332.0_-35.1,KIDS_332p0_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.022398263052026635,0.007481914488466,0.029880177540492634
KIDS_177.0_1.5,KIDS_177p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.013211652235383911,0.06407473281547,0.050863080580086095
KIDS_215.6_3.5,KIDS_215p6_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.16188962799903509,-0.1148965650766752,0.046993062922359885
KIDS_178.0_1.5,KIDS_178p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.015514923654553425,-0.0347701798671405,-0.05028510352169392
KIDS_161.0_-0.5,KIDS_161p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.039211677183866825,0.1683124241841703,0.1291007470003035
KIDS_204.6_2.5,KIDS_204p6_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09713152553538712,-0.023523582335572,0.07360794319981512
KIDS_31.1_-30.2,KIDS_31p1_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.0691292238575156,0.2494831368794621,0.1803539130219465
KIDS_347.5_-29.2,KIDS_347p5_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.029925413460840572,0.1532558718578874,0.12333045839704682
KIDS_200.0_1.5,KIDS_200p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.21682214382097434,-0.1563766481395024,0.06044549568147195
KIDS_178.0_0.5,KIDS_178p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.013424657806583404,0.0096066294451212,-0.0038180283614622033
KIDS_130.0_-1.5,KIDS_130p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.06703181577334226,0.0064771548191967,-0.06055466095414556
KIDS_24.7_-27.2,KIDS_24p7_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.07817900994013835,0.0391182695232191,0.11729727946335744
KIDS_38.0_-33.1,KIDS_38p0_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.0011052603738380684,0.1380522207987612,0.13915748117259927
KIDS_357.7_-29.2,KIDS_357p7_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.058776229520057954,0.1557084924885859,0.09693226296852794
KIDS_335.5_-31.2,KIDS_335p5_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.004414502612152885,0.0606439336780181,0.06505843629017098
KIDS_163.0_0.5,KIDS_163p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.020201921276417484,0.0290419859866211,0.04924390726303858
KIDS_192.5_-3.5,KIDS_192p5_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.019730716021214498,0.1707193370718821,0.15098862105066763
KIDS_157.0_-1.5,KIDS_157p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.041988478902918375,0.0517083730298701,0.09369685193278848
KIDS_351.6_-34.1,KIDS_351p6_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.08730897448423977,0.0898672457559912,0.17717622024023097
KIDS_183.5_3.5,KIDS_183p5_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.1393085187437815,-0.0730624648161466,0.0662460539276349
KIDS_226.0_0.5,KIDS_226p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.06235686334285588,0.1548014539962697,0.09244459065341383
KIDS_25.6_-31.2,KIDS_25p6_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.04068549060494761,-0.0371978428383489,0.0034876477665987116
KIDS_47.2_-30.2,KIDS_47p2_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.1040415411746451,0.0606553665890834,-0.0433861745855617
KIDS_161.0_1.5,KIDS_161p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.05377578956552978,0.0472674959707708,0.10104328553630057
KIDS_237.0_-0.5,KIDS_237p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.014774172466281751,0.0793800849168386,0.06460591245055684
KIDS_350.9_-29.2,KIDS_350p9_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05477328271750052,0.2007515443912225,0.145978261673722
KIDS_203.6_-3.5,KIDS_203p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.0326973387042262,0.0972210195805225,0.0645236808762963
KIDS_53.5_-33.1,KIDS_53p5_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.009151115213370836,0.0506320865440009,0.04148097133063006
KIDS_34.8_-34.1,KIDS_34p8_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.021077344096808406,0.2228782324668595,0.2018008883700511
KIDS_201.6_2.5,KIDS_201p6_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.06919407855618934,-0.010035664084103,0.059158414472086335
KIDS_131.0_1.5,KIDS_131p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.06013148225818177,0.0833209395167496,0.02318945725856783
KIDS_12.7_-30.2,KIDS_12p7_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.08962431302929577,0.1128108645865756,0.20243517761587138
KIDS_232.6_2.5,KIDS_232p6_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.2052133129168673,-0.1032953529105354,0.10191796000633191
KIDS_355.5_-27.2,KIDS_355p5_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09682711217596238,0.0331570309272695,0.12998414310323186
KIDS_52.2_-26.2,KIDS_52p2_m26p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.0661168876304459,0.1127106664854841,0.17882755411593
KIDS_170.0_-0.5,KIDS_170p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.04569427009839899,0.0594582225035262,0.10515249260192519
KIDS_12.4_-28.2,KIDS_12p4_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.06832862633401195,0.211374721921935,0.14304609558792303
KIDS_336.2_-33.1,KIDS_336p2_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.06132871814688676,0.1045516229807416,0.04322290483385484
KIDS_330.4_-29.2,KIDS_330p4_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.01551349874885631,0.1387707771924615,0.12325727844360519
KIDS_130.4_2.5,KIDS_130p4_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05197550659540026,0.0229530647746729,-0.02902244182072736
KIDS_221.0_-0.5,KIDS_221p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.07773717820804393,0.1375334149162621,0.05979623670821815
KIDS_31.8_-32.1,KIDS_31p8_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.07281114057699725,0.1650062098324063,0.23781735040940355
KIDS_10.6_-32.1,KIDS_10p6_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.00787280926277903,0.1225830511529333,0.13045586041571233
KIDS_169.0_-1.5,KIDS_169p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.2323886948364793,-0.1087919247592522,0.12359677007722711
KIDS_161.0_0.5,KIDS_161p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.02392286431798485,0.0595665569387264,0.08348942125671124
KIDS_338.4_-34.1,KIDS_338p4_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.06339748044028377,0.1381440091568263,0.07474652871654251
KIDS_197.0_0.5,KIDS_197p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.037293605353403814,0.0763904584750073,0.11368406382841112
KIDS_162.5_-3.5,KIDS_162p5_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.15955839786560208,-0.1107443706299255,0.048814027235676585
KIDS_139.4_2.5,KIDS_139p4_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.03356724181789089,0.0236390217345585,0.05720626355244939
KIDS_168.0_-0.5,KIDS_168p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.04414746396548272,0.0919663651433626,0.1361138291088453
KIDS_46.3_-33.1,KIDS_46p3_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.011846568848186328,0.078863278013088,0.09070984686127433
KIDS_182.0_0.5,KIDS_182p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.060853744830407286,0.1205219961877375,0.05966825135733021
KIDS_333.2_-31.2,KIDS_333p2_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.06060753490970879,0.1407498953721863,0.0801423604624775
KIDS_206.0_-0.5,KIDS_206p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.01979867869486772,0.0845523444296977,0.10435102312456541
KIDS_213.6_-3.5,KIDS_213p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09275073736224151,-0.0153352991813658,0.07741543818087572
KIDS_216.0_1.5,KIDS_216p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.040657281246659016,0.005842432578048,0.046499713824707016
KIDS_28.5_-29.2,KIDS_28p5_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.06690790111618869,0.1888609050966114,0.25576880621280007
KIDS_331.2_-34.1,KIDS_331p2_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.07289290689209976,-0.0266284887105739,0.046264418181525865
KIDS_189.5_-2.5,KIDS_189p5_m2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.07487038080607736,0.0406991821530763,0.11556956295915366
KIDS_43.7_-30.2,KIDS_43p7_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.022799294569648493,0.1074608968226653,0.0846616022530168
KIDS_21.2_-32.1,KIDS_21p2_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.04930372011157574,0.1314581811071968,0.08215446099562104
KIDS_43.1_-31.2,KIDS_43p1_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.019325885084658184,0.1549021014462323,0.17422798653089047
KIDS_218.0_1.5,KIDS_218p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.00627493113190139,0.0056845389731413,-0.0005903921587600905
KIDS_45.1_-33.1,KIDS_45p1_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.07305117244165371,0.1936843686737805,0.12063319623212679
KIDS_44.9_-30.2,KIDS_44p9_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.02515083870061148,0.2125714568451767,0.18742061814456523
KIDS_158.4_3.5,KIDS_158p4_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.1351376916052555,0.0371891466304085,0.172326838235664
KIDS_31.4_-27.2,KIDS_31p4_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09155465588648318,-0.050775925234262,0.04077873065222118
KIDS_179.5_2.5,KIDS_179p5_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.089632042005786,0.0916085335046909,0.0019764914989049004
KIDS_186.0_1.5,KIDS_186p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05582109460229488,0.1418438147285873,0.0860227201262924
KIDS_177.0_-0.5,KIDS_177p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05372987921515941,0.1191344595536204,0.06540458033846099
KIDS_224.0_1.5,KIDS_224p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.08105526191604868,0.1711744661484159,0.0901192042323672
KIDS_140.4_2.5,KIDS_140p4_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.03752371069934423,0.0819998634264959,0.04447615272715167
KIDS_340.5_-35.1,KIDS_340p5_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.04886295079020378,0.0101759750290084,0.059038925819212176
KIDS_178.5_-3.5,KIDS_178p5_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.07354104809781101,0.1371778353208426,0.0636367872230316
KIDS_177.5_2.5,KIDS_177p5_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.02500667337656247,0.0247416459347806,-0.00026502744178186904
KIDS_51.3_-29.2,KIDS_51p3_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.06560672890497518,0.0670971627548051,0.13270389165978028
KIDS_194.5_-3.5,KIDS_194p5_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.07546098894856229,0.1288947145010784,0.053433725552516104
KIDS_48.9_-31.2,KIDS_48p9_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.1385904859294918,0.3499524351533545,0.2113619492238627
KIDS_0.0_-27.2,KIDS_0p0_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09295666979526948,0.0422102293345627,0.13516689912983218
KIDS_18.6_-31.2,KIDS_18p6_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.08197751931854466,-0.0575910747161678,0.024386444602376864
KIDS_49.9_-33.1,KIDS_49p9_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.12526847592972684,0.3050453342857678,0.17977685835604096
KIDS_336.3_-28.2,KIDS_336p3_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.03912131504854552,-0.0302689385231489,0.008852376525396617
KIDS_355.2_-34.1,KIDS_355p2_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.021968694464028535,0.0684859392886214,0.09045463375264993
KIDS_339.3_-30.2,KIDS_339p3_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.19667707395009718,-0.1705017840482434,0.026175289901853777
KIDS_17.8_-33.1,KIDS_17p8_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.03603568482665881,0.1215137601724254,0.15754944499908421
KIDS_9.7_-35.1,KIDS_9p7_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.3921032368403413,-0.2790301593622435,0.1130730774780978
KIDS_2.3_-29.2,KIDS_2p3_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.03903338455364715,0.0659199500860279,0.026886565532380745
KIDS_48.2_-27.2,KIDS_48p2_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.040674558496694074,0.1277778620610966,0.08710330356440252
KIDS_158.4_-2.5,KIDS_158p4_m2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.17617804945965507,-0.0963256306687233,0.07985241879093177
KIDS_353.0_-31.2,KIDS_353p0_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.0007641475107675877,0.0128163666431092,0.013580514153876788
KIDS_188.0_1.5,KIDS_188p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.03482207138103702,-0.007964067871654,0.026858003509383017
KIDS_161.0_-1.5,KIDS_161p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.06786580136168904,0.0634674782328214,0.13133327959451044
KIDS_223.0_1.5,KIDS_223p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.03948607338286156,-0.0705342545634667,-0.031048181180605136
KIDS_22.1_-31.2,KIDS_22p1_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.2652077358479312,-0.1992687470693001,0.06593898877863114
KIDS_162.0_1.5,KIDS_162p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.05715030085943787,0.0168731803515123,0.07402348121095018
KIDS_342.7_-30.2,KIDS_342p7_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05040904080008368,0.0274747657978178,-0.022934275002265882
KIDS_134.0_-0.5,KIDS_134p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.06266074152708306,-0.0790082137960786,-0.016347472268995536
KIDS_14.6_-35.1,KIDS_14p6_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.0357544456705938,0.1795487106533786,0.1437942649827848
KIDS_31.5_-31.2,KIDS_31p5_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.07035056820243121,0.2055438975913632,0.2758944657937944
KIDS_50.5_-27.2,KIDS_50p5_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.0038769125906535085,0.1871126783458845,0.190989590936538
KIDS_156.0_-1.5,KIDS_156p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.030312165226175275,-0.0156465348697512,0.014665630356424077
KIDS_231.0_-1.5,KIDS_231p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.022906527250905015,-0.0143254005743439,0.008581126676561114
KIDS_38.4_-34.1,KIDS_38p4_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.04878576033604384,0.1123063235081149,0.16109208384415874
KIDS_206.6_-3.5,KIDS_206p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05696389872387521,0.1450966758131848,0.0881327770893096
KIDS_29.2_-35.1,KIDS_29p2_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.10666685199780265,0.1254242159521515,0.23209106794995416
KIDS_138.0_0.5,KIDS_138p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.014295142710592346,-0.0063849875411937,-0.020680130251786045
KIDS_52.7_-27.2,KIDS_52p7_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.056467725556492626,0.1279744675901259,0.18444219314661853
KIDS_15.8_-28.2,KIDS_15p8_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.09425012398153967,0.0726209553697177,0.1668710793512574
KIDS_220.6_-3.5,KIDS_220p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.03479572493325821,0.0996468248497388,0.0648510999164806
KIDS_344.6_-33.1,KIDS_344p6_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.07099290137799188,0.1550835923039485,0.08409069092595661
KIDS_356.4_-35.1,KIDS_356p4_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05784477219623526,0.1692138762753216,0.11136910407908635
KIDS_225.0_0.5,KIDS_225p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.0035401911158556565,0.067815409502939,0.06427521838708335
KIDS_130.0_1.5,KIDS_130p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.05857181186134879,0.1252546066488752,0.0666827947875264
KIDS_177.0_0.5,KIDS_177p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,0.07221692923092154,0.1012687804294484,0.02905185119852685
KIDS_26.4_-34.1,KIDS_26p4_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.1088463611274639,0.0723842021753211,0.181230563302785
KIDS_195.0_1.5,KIDS_195p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.22484544673809195,-0.1430796813765251,0.08176576536156685
KIDS_225.0_1.5,KIDS_225p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,-0.1851745837794818,-0.1160928202812434,0.06908176349823839
