Tile,DMAG_AUTO
KIDS_53.5_-29.2,0.0856720287420165
KIDS_172.5_3.5,0.1263882164581646
KIDS_49.5_-30.2,0.0603211402257281
KIDS_166.0_1.5,0.0969951970595968
KIDS_217.6_3.5,0.114530383198191
KIDS_21.4_-28.2,0.0119335767866631
KIDS_339.8_-33.1,0.1284390334380937
KIDS_27.6_-34.1,0.1132456718615343
KIDS_166.0_0.5,0.1112864783800554
KIDS_212.0_-0.5,0.0977935250474798
KIDS_346.8_-34.1,0.098239046149787
KIDS_132.0_-1.5,0.1354668480365164
KIDS_333.6_-34.1,0.0375904341448583
KIDS_169.5_-3.5,0.1056660111644072
KIDS_10.1_-27.2,0.1015578847583062
KIDS_346.5_-28.2,0.1168588109944467
KIDS_35.3_-35.1,0.1145726038321666
KIDS_353.9_-35.1,0.110153450008974
KIDS_204.6_3.5,0.1074094638836193
KIDS_330.8_-27.2,0.0979122009050305
KIDS_335.3_-27.2,0.0820746622153152
KIDS_198.0_-1.5,0.1145427254050515
KIDS_196.0_-0.5,0.0995104224596535
KIDS_51.1_-26.2,0.0634413040452326
KIDS_193.5_2.5,0.1235257146651294
KIDS_162.5_-2.5,0.113035645121134
KIDS_352.9_-32.1,0.0990119660601387
KIDS_8.4_-34.1,0.0665196525718457
KIDS_141.0_-1.5,0.1378372875918087
KIDS_173.0_-1.5,0.1133527979616821
KIDS_137.0_0.5,0.1305543694487274
KIDS_31.2_-34.1,0.1055312955379952
KIDS_209.6_-3.5,0.1223743259031671
KIDS_162.5_2.5,0.1088701884876877
KIDS_198.6_-2.5,0.1208395706156523
KIDS_332.9_-28.2,0.0642405610023
KIDS_196.0_-1.5,0.1038119875921049
KIDS_174.0_0.5,0.1289212714134688
KIDS_337.4_-33.1,0.0778800758328254
KIDS_172.0_0.5,0.1087999872843595
KIDS_170.0_0.5,0.071183349284798
KIDS_160.0_-1.5,0.1220526375809971
KIDS_33.9_-28.2,0.0488112207357727
KIDS_356.5_-30.2,0.1368300172595603
KIDS_136.0_1.5,0.0933911697162787
KIDS_202.0_-1.5,0.0845595835169037
KIDS_355.3_-32.1,0.0972467733344095
KIDS_207.0_0.5,0.1153938582092556
KIDS_351.8_-32.1,0.098344939821343
KIDS_201.6_-3.5,0.0818538729535693
KIDS_176.5_2.5,0.0587065421391073
KIDS_13.4_-35.1,0.0803197246356185
KIDS_204.0_-1.5,0.1252748066048221
KIDS_334.2_-27.2,0.0704117736867833
KIDS_177.0_-1.5,0.1329479403541957
KIDS_358.8_-30.2,6.467743139902918
KIDS_3.4_-27.2,0.0642844205868264
KIDS_210.0_1.5,0.1305762488831978
KIDS_193.0_0.5,0.1063435414542371
KIDS_158.4_-3.5,0.1303092804167355
KIDS_169.0_1.5,0.113996658460318
KIDS_175.5_2.5,0.0954077984307086
KIDS_214.0_-0.5,0.1394225360026492
KIDS_160.0_1.5,0.0998694158903521
KIDS_331.8_-28.2,0.0354023880065033
KIDS_28.8_-34.1,0.0993998835956084
KIDS_24.8_-28.2,0.0842740147417376
