OBJECT,Catalogue,Survey,off_u_gaia_0p7,off_u_gaia_1p0,dmag_u_0p7,dmag_u_1p0,off_u_0p7,off_u_1p0
KIDS_32.2_-30.2,KIDS_32p2_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11703067452410051,-0.1157966745241005,0.0645786598321439,0.0461742842682467,0.18160933435624443,0.16197095879234719
KIDS_343.7_-31.2,KIDS_343p7_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.04716614617844224,0.04867914617844224,0.0862922485159219,0.0885487202290832,0.039126102337479665,0.039869574050640955
KIDS_47.8_-26.2,KIDS_47p8_m26p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.20738028730254024,-0.20738028730254024,-0.0504644195371075,-0.0435280608459437,0.15691586776543273,0.16385222645659653
KIDS_42.2_-29.2,KIDS_42p2_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.17924808670926748,-0.1787990867092675,-0.0848268163864424,-0.0834466442383236,0.09442127032282507,0.0953524424709439
KIDS_184.5_2.5,KIDS_184p5_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.08094605578381289,0.0810890557838129,0.1179153295329959,0.1312828675584044,0.036969273749183004,0.05019381177459151
KIDS_6.9_-30.2,KIDS_6p9_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.025396100191206222,0.025396100191206222,0.1295149898156206,0.1331643033244244,0.10411888962441437,0.10776820313321817
KIDS_208.0_-0.5,KIDS_208p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11789351778290444,-0.11830051778290443,-0.0350145274248919,-0.0333794427608154,0.08287899035801254,0.08492107502208904
KIDS_217.0_-0.5,KIDS_217p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.07089813439044315,-0.06984913439044313,0.0082573264935327,0.012235871507544,0.07915546088397585,0.08208500589798713
KIDS_52.9_-32.1,KIDS_52p9_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.03994680590720537,-0.03877980590720534,0.0959530206215958,0.0882449352414983,0.13589982652880117,0.12702474114870366
KIDS_351.0_-27.2,KIDS_351p0_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11444097879360574,-0.11342897879360572,-0.010797885556264,-0.0154039812633517,0.10364309323734174,0.09802499753025402
KIDS_358.8_-33.1,KIDS_358p8_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.091437775905491,0.09218377590549101,0.1657758855859643,0.1604762199643303,0.07433810968047329,0.0682924440588393
KIDS_348.3_-31.2,KIDS_348p3_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0643538940753607,0.06487389407536069,-0.0446012366150035,-0.0377470716532601,-0.1089551306903642,-0.10262096572862078
KIDS_29.9_-30.2,KIDS_29p9_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.0660342515633088,-0.06278225156330877,-0.0338472141870336,-0.0398292437096341,0.03218703737627521,0.02295300785367467
KIDS_1.2_-35.1,KIDS_1p2_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.10893661359295134,-0.10701661359295134,-0.0196036748713804,-0.0088624490334254,0.08933293872157094,0.09815416455952594
KIDS_174.0_1.5,KIDS_174p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.020059918640636304,0.020602918640636306,-0.0215659159961726,0.0112244082304274,-0.041625834636808905,-0.009378510410208906
KIDS_351.5_-35.1,KIDS_351p5_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.005326928315036644,0.005326928315036644,0.0526685870189908,0.0554226100717273,0.047341658703954154,0.05009568175669066
KIDS_186.5_-2.5,KIDS_186p5_m2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.03213713808940376,0.03308113808940376,0.1199996152586669,0.1288583132433747,0.08786247716926314,0.09577717515397095
KIDS_37.7_-35.1,KIDS_37p7_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.1316476911421012,-0.13174469114210122,-0.0005733527400657,-0.0147419728552602,0.1310743384020355,0.11700271828684101
KIDS_347.2_-31.2,KIDS_347p2_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.02374642762556764,0.024084427625567645,0.1401300436772046,0.1366633284186424,0.11638361605163697,0.11257890079307475
KIDS_175.0_-1.5,KIDS_175p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0006773584219119944,0.002543358421911987,0.0859095292625733,0.090312581516896,0.0852321708406613,0.08776922309498401
KIDS_211.0_-0.5,KIDS_211p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0709478907703909,0.07156389077039088,0.1416730598970526,0.1498951384386457,0.07072516912666169,0.0783312476682548
KIDS_355.5_-28.2,KIDS_355p5_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.05699675306762175,-0.05840875306762175,0.0693928251885276,0.0737383012035004,0.12638957825614935,0.13214705427112217
KIDS_222.0_-1.5,KIDS_222p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.06499577322940632,0.06651077322940631,0.1408304836871954,0.1393916950472768,0.07583471045778907,0.0728809218178705
KIDS_335.0_-33.1,KIDS_335p0_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.046869049945465674,0.04915104994546567,0.0954007093436294,0.0973947147317529,0.04853165939816373,0.04824366478628723
KIDS_28.8_-30.2,KIDS_28p8_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.027097025044254083,-0.02688302504425409,0.1288955317590414,0.1446913141946751,0.1559925568032955,0.17157433923892917
KIDS_340.0_-32.1,KIDS_340p0_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.06810265386203627,0.06844365386203628,0.1189070416173472,0.1166591782888028,0.05080438775531093,0.04821552442676652
KIDS_50.4_-34.1,KIDS_50p4_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.006630964585468441,0.007263964585468435,0.1369438803338533,0.1416481359918994,0.13031291574838486,0.13438417140643097
KIDS_231.0_-0.5,KIDS_231p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0833652298221869,0.08432622982218689,0.0839349210963781,0.091138519088148,0.0005696912741911947,0.006812289265961113
KIDS_218.0_-0.5,KIDS_218p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.06392754789817666,0.06464854789817666,0.1446802608497877,0.1479849625876779,0.08075271295161103,0.08333641468950125
KIDS_204.0_1.5,KIDS_204p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11068505698023759,-0.11068505698023759,0.012815314924187,0.0345443956561589,0.12350037190442459,0.14522945263639647
KIDS_129.0_1.5,KIDS_129p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.043951414037799244,0.04430141403779925,0.063698614126808,0.0632768391821265,0.01974720008900875,0.01897542514432725
KIDS_185.0_-0.5,KIDS_185p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0865550230222728,0.0883460230222728,0.1768914381643054,0.1846857270897174,0.09033641514203258,0.09633970406744459
KIDS_10.9_-35.1,KIDS_10p9_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11684622334297506,-0.11607022334297507,-0.0863068510058179,-0.063622167920228,0.03053937233715716,0.05244805542274707
KIDS_39.6_-31.2,KIDS_39p6_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.045727870357642544,0.046411870357642535,0.2189151875110878,0.2184672849764697,0.17318731715344526,0.17205541461882717
KIDS_187.5_-2.5,KIDS_187p5_m2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.03577362751052693,0.03613762751052692,0.0729546991028759,0.0874450885837565,0.03718107159234897,0.05130746107322959
KIDS_182.5_3.5,KIDS_182p5_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.03985628201475932,0.03985628201475932,0.093861408237162,0.0978038064744864,0.05400512622240269,0.05794752445972708
KIDS_168.5_-3.5,KIDS_168p5_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11808241983945955,-0.11494841983945955,0.0154144501471748,0.0193001781365366,0.13349686998663435,0.13424859797599614
KIDS_342.9_-29.2,KIDS_342p9_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,4.04543783064093e-06,0.004240045437830645,0.0331524664637219,0.0374338171067134,0.03314842102589126,0.03319377166888276
KIDS_49.4_-32.1,KIDS_49p4_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.05244592281316625,0.05248592281316625,0.1801896628275853,0.1818228901706249,0.12774374001441907,0.12933696735745864
KIDS_184.0_0.5,KIDS_184p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0788509352216009,0.0789619352216009,0.1377193683222623,0.1623101689237387,0.05886843310066141,0.0833482337021378
KIDS_354.2_-31.2,KIDS_354p2_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.03222970163166017,0.032266701631660163,0.1323282809629264,0.1319933341378485,0.10009857933126623,0.09972663250618834
KIDS_176.0_-0.5,KIDS_176p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.06516850503726584,0.06514450503726585,0.0484764041921315,0.0586862100378501,-0.016692100845134346,-0.006458294999415748
KIDS_52.4_-31.2,KIDS_52p4_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0253780460295365,0.024916046029536495,0.1959836283656559,0.1895184574942749,0.1706055823361194,0.16460241146473842
KIDS_45.9_-32.1,KIDS_45p9_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.023693680313648435,0.02383768031364844,0.193320483601517,0.1972655164190879,0.16962680328786855,0.17342783610543946
KIDS_190.5_3.5,KIDS_190p5_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.019905048647814005,0.02036604864781401,0.1061995608165995,0.1146403305822021,0.08629451216878549,0.0942742819343881
KIDS_36.1_-31.2,KIDS_36p1_m31p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.058559031579692916,-0.058559031579692916,0.083938159353371,0.1054913101628577,0.1424971909330639,0.16405034174255062
KIDS_50.0_-26.2,KIDS_50p0_m26p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.04551026603308804,0.045540266033088035,0.2312884237293258,0.2439971445789284,0.18577815769623773,0.19845687854584038
KIDS_53.5_-29.2,KIDS_53p5_m29p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.04018658032961822,-0.03997958032961821,0.1709927043772668,0.182963449090325,0.21117928470688502,0.2229430294199432
KIDS_172.5_3.5,KIDS_172p5_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.031906959513215365,0.03192495951321537,0.0983648518245179,0.1121307696325532,0.06645789231130253,0.08020581011933783
KIDS_49.5_-30.2,KIDS_49p5_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.05403082069162948,-0.04628582069162948,0.0932006475868641,0.1053853793423898,0.1472314682784936,0.1516712000340193
KIDS_166.0_1.5,KIDS_166p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.04734456749005697,-0.046108567490056956,0.0560081999970249,0.058086755201564,0.10335276748708187,0.10419532269162096
KIDS_217.6_3.5,KIDS_217p6_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.07625124985257561,-0.07711824985257562,0.0079945361736346,0.0166198003387318,0.08424578602621022,0.09373805019130742
KIDS_21.4_-28.2,KIDS_21p4_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.04549582667586208,-0.04234382667586209,0.0190417960732237,0.017425422087553,0.06453762274908578,0.05976924876341509
KIDS_339.8_-33.1,KIDS_339p8_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.08734854495992657,0.08714254495992657,0.1162651217886699,0.1260942988567518,0.028916576828743337,0.03895175389682523
KIDS_27.6_-34.1,KIDS_27p6_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.020462949684044995,-0.020462949684044995,99.0,0.0034313203172348,99.02046294968405,0.023894270001279794
KIDS_166.0_0.5,KIDS_166p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.04189672581086648,-0.04131372581086648,0.0125341593704267,0.0344933240882709,0.05443088518129318,0.07580704989913739
KIDS_212.0_-0.5,KIDS_212p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.02036791400466896,0.027617914004668967,0.0532788248979913,0.0638274441563043,0.03291091089332234,0.03620953015163533
KIDS_346.8_-34.1,KIDS_346p8_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.044335974638921416,0.04467897463892141,0.1353893910791883,0.150632282734728,0.09105341644026688,0.1059533080958066
KIDS_132.0_-1.5,KIDS_132p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.046117962133009185,0.04648196213300919,0.0159882316943223,0.0153870272285808,-0.030129730438686886,-0.03109493490442839
KIDS_333.6_-34.1,KIDS_333p6_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.07225090313496516,-0.07176990313496517,-0.0550801997347408,-0.0486704441266657,0.017170703400224356,0.023099459008299475
KIDS_169.5_-3.5,KIDS_169p5_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11470818644519118,-0.11392618644519117,0.0311588801806377,0.0364769243920529,0.14586706662582888,0.15040311083724406
KIDS_10.1_-27.2,KIDS_10p1_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.043584028755334875,0.043584028755334875,0.1150350667061553,0.1216337539355057,0.07145103795082043,0.07804972518017082
KIDS_346.5_-28.2,KIDS_346p5_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.030816323850201333,0.032422323850201336,0.1264574044432387,0.1247675333172625,0.09564108059303736,0.09234520946706115
KIDS_35.3_-35.1,KIDS_35p3_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.031357242634167906,0.031357242634167906,0.2360367210433009,0.2127341147737945,0.20467947840913298,0.1813768721396266
KIDS_353.9_-35.1,KIDS_353p9_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.08485298298279695,-0.08369698298279693,0.019440530753776,0.0332674292711291,0.10429351373657295,0.11696441225392604
KIDS_204.6_3.5,KIDS_204p6_3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.03029689679456904,0.03226289679456905,0.0780480483297245,0.0910969808051825,0.04775115153515547,0.05883408401061345
KIDS_330.8_-27.2,KIDS_330p8_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.06364635684631706,-0.06243835684631707,-0.0143833328963617,-0.0150511718023645,0.04926302394995536,0.047387185043952576
KIDS_335.3_-27.2,KIDS_335p3_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.005278326290495294,-0.005278326290495294,0.0368153699769022,0.0444378318329563,0.04209369626739749,0.04971615812345159
KIDS_198.0_-1.5,KIDS_198p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.12951713041168872,-0.12855413041168873,-0.0467269613479591,-0.0356396049631304,0.08279016906372962,0.09291452544855833
KIDS_196.0_-0.5,KIDS_196p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.19642876312568144,-0.19568776312568145,-0.0890287620561565,-0.0945891811076439,0.10740000106952495,0.10109858201803755
KIDS_51.1_-26.2,KIDS_51p1_m26p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.06933478918986966,-0.06935878918986968,0.1742423511429318,0.1894053136925819,0.24357714033280145,0.25876410288245155
KIDS_193.5_2.5,KIDS_193p5_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.04134946502440539,0.04326246502440539,0.1065457138537482,0.1041129429137731,0.0651962488293428,0.06085047788936771
KIDS_162.5_-2.5,KIDS_162p5_m2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.1310152779316536,-0.1310152779316536,-0.0345743934541563,-0.042863204650848,0.0964408844774973,0.0881520732808056
KIDS_352.9_-32.1,KIDS_352p9_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.037967105030690125,0.038771105030690124,0.0959203217089527,0.0992749754849119,0.05795321667826258,0.06050387045422178
KIDS_8.4_-34.1,KIDS_8p4_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.08724093036533431,0.08766793036533432,0.1984274885942282,0.2110124964165,0.1111865582288939,0.12334456605116567
KIDS_141.0_-1.5,KIDS_141p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.02757190739248523,0.02786290739248523,0.1125561421893526,0.1164230174860989,0.08498423479686737,0.08856011009361367
KIDS_173.0_-1.5,KIDS_173p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.06659517843699253,0.06724717843699254,0.1457843160861515,0.1525797385410753,0.07918913764915897,0.08533256010408274
KIDS_137.0_0.5,KIDS_137p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.10122312044707273,0.10210012044707273,0.1487196009906961,0.1517939763975772,0.04749648054362336,0.04969385595050446
KIDS_31.2_-34.1,KIDS_31p2_m34p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.019440999386415178,-0.019739999386415172,0.0767819813076456,0.0956377308920826,0.09622298069406078,0.11537773027849778
KIDS_209.6_-3.5,KIDS_209p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.04697179345357459,0.04752179345357459,0.1631337648333832,0.1350044167618818,0.11616197137980862,0.08748262330830721
KIDS_162.5_2.5,KIDS_162p5_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.17583860770300422,-0.1747976077030042,-0.0580765473763713,-0.0477563447681458,0.11776206032663292,0.1270412629348584
KIDS_198.6_-2.5,KIDS_198p6_m2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.020045873389879926,0.01960687338987993,0.1057093877809486,0.0965395175353112,0.08566351439106867,0.07693264414543127
KIDS_332.9_-28.2,KIDS_332p9_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.08850202466096882,-0.08541402466096881,-0.040097465797445,-0.0288810690843046,0.04840455886352382,0.05653295557666421
KIDS_196.0_-1.5,KIDS_196p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.09109726650434133,-0.08859226650434135,-0.0333115568685929,-0.0298055097431118,0.05778570963574843,0.05878675676122955
KIDS_174.0_0.5,KIDS_174p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.09790838809851879,0.09740838809851879,0.0923300437182542,0.0901920711903736,-0.005578344380264583,-0.0072163169081451844
KIDS_337.4_-33.1,KIDS_337p4_m33p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.03072439110423808,0.03091439110423809,0.0474525834694206,0.0481382377004585,0.01672819236518252,0.017223846596220407
KIDS_172.0_0.5,KIDS_172p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.058810433765033,0.060875433765032995,0.1636661241843627,0.1888240054118944,0.10485569041932968,0.1279485716468614
KIDS_170.0_0.5,KIDS_170p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.02531978365351481,-0.022484783653514806,0.0666561394250404,0.0693341648706235,0.0919759230785552,0.0918189485241383
KIDS_160.0_-1.5,KIDS_160p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.06364664635943706,-0.06320464635943707,0.1148302429151559,0.1170145984426582,0.17847688927459296,0.18021924480209528
KIDS_33.9_-28.2,KIDS_33p9_m28p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.20335296663142918,-0.20322096663142916,-0.0155421964972687,-0.0338026641288832,0.18781077013416048,0.16941830250254597
KIDS_356.5_-30.2,KIDS_356p5_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.050891219310727986,-0.04767221931072799,0.0584970310556108,0.0659255859549205,0.10938825036633879,0.11359780526564849
KIDS_136.0_1.5,KIDS_136p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.02576986015997454,0.02571586015997454,0.1289758134644008,0.1429454863927925,0.10320595330442625,0.11722962623281796
KIDS_202.0_-1.5,KIDS_202p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.11191526115133363,-0.11191526115133363,-0.0402937600857693,-0.0405385592081731,0.07162150106556434,0.07137670194316054
KIDZ_33.6_-4.6,OMEGACAM_33p7_m4p6_r_SDSS.V1.2.0A_KiDS-1347_GAaP_Gaia.fits,KiDZ,-0.060820183114281,-0.058992183114281005,0.1558322087683109,0.1495129394259638,0.2166523918825919,0.2085051225402448
KIDS_355.3_-32.1,KIDS_355p3_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.0307896475960351,0.0310966475960351,0.118061756944292,0.1017692808635516,0.0872721093482569,0.0706726332675165
KIDS_207.0_0.5,KIDS_207p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.004871018543503511,0.004746018543503511,0.0770634306211998,0.0838621211868942,0.07219241207769629,0.0791161026433907
KIDS_351.8_-32.1,KIDS_351p8_m32p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.05901301916137701,0.05934501916137701,0.0831284080864932,0.0761210590020612,0.024115388925116193,0.016776039840684195
KIDS_201.6_-3.5,KIDS_201p6_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.1029234951874412,-0.0992854951874412,0.0027648490410821,0.015330455139525,0.1056883442285233,0.1146159503269662
KIDS_176.5_2.5,KIDS_176p5_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.11445999723906117,0.11590899723906117,0.1679079604405532,0.1683645971034061,0.05344796320149203,0.05245559986434492
KIDS_13.4_-35.1,KIDS_13p4_m35p1_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.0274425105300118,-0.027783510530011796,0.0849122308921981,0.1010590123136006,0.1123547414222099,0.1288425228436124
KIDS_204.0_-1.5,KIDS_204p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.05477077442828027,-0.05477077442828027,-0.0258125276289758,-0.0157756250923879,0.028958246799304466,0.03899514933589236
KIDS_334.2_-27.2,KIDS_334p2_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.08270591634763975,0.08235691634763975,0.1334776173476516,0.1410885793031235,0.05077170100001184,0.05873166295548374
KIDS_177.0_-1.5,KIDS_177p0_m1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.01337525701275219,-0.00127525701275219,0.0420414642680215,0.0563373201340726,0.05541672128077369,0.05761257714682479
KIDS_358.8_-30.2,KIDS_358p8_m30p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.07457413714226332,-0.07403713714226332,-0.0344346452050517,-0.0206573418609266,0.04013949193721163,0.05337979528133671
KIDS_3.4_-27.2,KIDS_3p4_m27p2_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.12254284338609625,-0.11930084338609628,-0.0213221161558727,-0.0137615576428469,0.10122072723022355,0.10553928574324939
KIDS_210.0_1.5,KIDS_210p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.10988068382743538,0.11251668382743538,0.1873527775230018,0.1919064571968763,0.07747209369556643,0.07938977336944092
KIDS_193.0_0.5,KIDS_193p0_0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,0.03346554255313133,0.03375554255313133,0.126862838411358,0.1259129305750032,0.09339729585822668,0.09215738802187186
KIDS_158.4_-3.5,KIDS_158p4_m3p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.09912417277749555,-0.09457817277749556,0.03079253613436,0.0317228407463745,0.12991670891185556,0.12630101352387005
KIDS_169.0_1.5,KIDS_169p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.028022816891574792,-0.02666181689157479,-0.0150132003052494,0.013326177579478,0.013009616586325393,0.03998799447105279
KIDS_175.5_2.5,KIDS_175p5_2p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.044252493004309085,-0.0436004930043091,-0.0607972783749959,-0.0497027019468031,-0.016544785370686814,-0.006102208942494004
KIDS_214.0_-0.5,KIDS_214p0_m0p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.03814910698110091,-0.0374741069811009,0.0311574997905163,0.0300670026407337,0.06930660677161721,0.0675411096218346
KIDS_160.0_1.5,KIDS_160p0_1p5_r_SDSS.V1.3.0A_KiDS-1347_GAaP_Gaia.fits,KiDS,-0.049244027067792934,-0.0482700270677929,0.1237300055971649,0.131474507037619,0.17297403266495784,0.1797445341054119
